,RedFighter,BlueFighter,Finish,FinishRound,RedOdds,BlueOdds,Date,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByKO,BlueWinsBySubmission,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueAge,BMatchWCRank,RedCurrentLoseStreak,RedCurrentWinStreak,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByKO,RedWinsBySubmission,RedWins,RedStance,RedHeightCms,RedReachCms,RedAge,RMatchWCRank,BetterRank
31,Volkan Oezdemir,Carlos Ulberg,U-DEC,3.0,215,-265,11/23/2024,Blue,False,Light Heavyweight,MALE,3,0,6,6,1,13,0,5,1,7,Orthodox,193.04,195.58,34,10.0,0,2,3,6,31,1,4,1,8,Orthodox,187.96,190.5,35,8.0,Red
32,Zhang Mingyang,Ozzy Diaz,KO/TKO,1.0,-225,210,11/23/2024,Red,False,Light Heavyweight,MALE,3,1,0,0,1,2,0,0,0,0,Orthodox,193.04,200.66,34,,0,2,2,0,2,0,2,0,2,Orthodox,187.96,190.5,26,,neither
33,Baergeng Jieleyisi,SuYoung You,U-DEC,3.0,190,-230,11/23/2024,Blue,False,Bantamweight,MALE,3,0,2,2,0,6,0,0,0,2,Orthodox,167.64,165.1,28,,0,2,2,1,8,0,0,1,2,Orthodox,175.26,177.8,28,,neither
34,Kiru Sahota,DongHun Choi,KO/TKO,1.0,102,-122,11/23/2024,Blue,False,Flyweight,MALE,3,0,2,2,0,6,0,0,0,2,Switch,165.1,167.64,25,,0,2,2,0,6,0,0,0,2,Orthodox,177.8,185.42,29,,neither
35,Shi Ming,Feng Xiaocan,KO/TKO,3.0,380,-490,11/23/2024,Red,False,Women's Strawweight,FEMALE,3,0,2,2,0,4,0,1,0,2,Southpaw,170.18,167.64,22,,0,2,2,0,6,0,0,0,2,Orthodox,157.48,152.4,30,,neither
36,Nyamjargal Tumendemberel,Carlos Hernandez,S-DEC,3.0,102,-122,11/23/2024,Blue,False,Flyweight,MALE,3,2,0,2,3,15,0,0,0,3,Orthodox,172.72,170.18,31,,0,2,2,0,4,0,0,1,2,Orthodox,170.18,180.34,26,,neither
37,Lone'er Kavanagh,Jose Ochoa,U-DEC,3.0,-310,250,11/23/2024,Red,False,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,170.18,170.18,23,,0,1,1,0,1,0,1,0,1,Orthodox,162.56,170.18,25,,neither
38,Xiao Long,Quang Le,KO/TKO,3.0,-144,136,11/23/2024,Red,False,Bantamweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,167.64,177.8,33,,1,0,2,2,12,0,0,0,2,Orthodox,172.72,177.8,26,,neither
39,Maheshate,Nikolas Motta,U-DEC,3.0,-245,200,11/23/2024,Blue,False,Lightweight,MALE,3,0,1,1,2,11,0,2,0,3,Orthodox,175.26,177.8,31,,0,1,2,2,12,0,1,0,3,Orthodox,182.88,180.34,24,,neither
40,Jon Jones,Stipe Miocic,KO/TKO,3.0,-550,410,11/16/2024,Red,True,Heavyweight,MALE,5,1,0,6,4,46,8,9,0,14,Orthodox,193.04,203.2,42,8.0,0,18,18,1,74,16,5,6,21,Orthodox,193.04,213.36,37,0.0,Red
41,Charles Oliveira,Michael Chandler,U-DEC,5.0,-265,215,11/16/2024,Red,False,Lightweight,MALE,3,1,0,3,3,14,1,3,1,4,Orthodox,172.72,180.34,38,7.0,1,0,11,10,63,3,4,16,22,Orthodox,177.8,187.96,35,2.0,Red
42,Bo Nickal,Paul Craig,U-DEC,3.0,-1350,800,11/16/2024,Red,False,Middleweight,MALE,3,2,0,4,8,34,0,3,6,9,Orthodox,190.5,193.04,36,,0,5,5,0,6,0,1,4,5,Southpaw,185.42,193.04,28,,neither
43,Viviane Araujo,Karine Silva,U-DEC,3.0,235,-290,11/16/2024,Red,False,Women's Flyweight,FEMALE,3,0,5,5,0,8,0,0,4,5,Orthodox,165.1,170.18,30,11.0,1,0,2,5,35,0,1,0,6,Orthodox,162.56,172.72,37,,Blue
44,Mauricio Ruffy,James Llontop,U-DEC,3.0,-1000,650,11/16/2024,Red,False,Catch Weight,MALE,3,2,0,1,2,7,0,0,0,1,Orthodox,182.88,185.42,25,,0,2,2,0,4,0,2,0,2,Orthodox,180.34,190.5,28,,neither
45,Jonathan Martinez,Marcus McGhee,U-DEC,3.0,-105,-115,11/16/2024,Blue,False,Bantamweight,MALE,3,0,3,3,0,5,0,2,1,3,Orthodox,172.72,175.26,34,,1,0,6,4,39,0,4,0,10,Southpaw,172.72,177.8,30,13.0,Red
46,Jim Miller,Damon Jackson,SUB,1.0,195,-238,11/16/2024,Red,False,Lightweight,MALE,3,1,0,4,5,30,0,1,2,6,Switch,180.34,180.34,36,,1,0,7,17,99,0,6,12,26,Southpaw,172.72,180.34,41,,neither
47,David Onama,Roberto Romero,U-DEC,3.0,-1450,850,11/16/2024,Red,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,24,,0,2,2,2,14,0,2,1,4,Orthodox,180.34,187.96,30,,neither
48,Marcin Tybura,Jhonata Diniz,KO/TKO,2.0,-105,-115,11/16/2024,Red,False,Heavyweight,MALE,3,0,3,3,0,6,0,2,0,3,Orthodox,193.04,200.66,33,,1,0,5,8,49,0,4,1,12,Orthodox,190.5,198.12,39,9.0,Red
49,Mickey Gall,Ramiz Brahimaj,KO/TKO,1.0,-170,142,11/16/2024,Blue,False,Welterweight,MALE,3,1,0,1,3,11,0,0,2,2,Orthodox,177.8,182.88,31,,3,0,3,6,24,0,0,5,6,Switch,187.96,187.96,32,,neither
50,Bassil Hafez,Oban Elliott,KO/TKO,3.0,250,-310,11/16/2024,Blue,False,Welterweight,MALE,3,0,3,3,0,9,0,0,0,3,Orthodox,182.88,182.88,26,,0,1,1,1,6,0,0,0,1,Orthodox,180.34,182.88,32,,neither
51,Veronica Hardy,Eduarda Moura,U-DEC,3.0,114,-135,11/16/2024,Blue,False,Women's Flyweight,FEMALE,3,1,0,2,1,6,0,1,1,2,Orthodox,167.64,167.64,30,,0,3,3,4,21,0,0,1,4,Southpaw,162.56,162.56,29,,neither
52,Neil Magny,Carlos Prates,KO/TKO,1.0,550,-800,11/9/2024,Blue,False,Welterweight,MALE,5,0,4,4,0,7,0,4,0,4,Switch,185.42,198.12,31,,1,0,7,11,88,0,6,2,22,Orthodox,190.5,203.2,37,15.0,Red
53,Gerald Meerschaert,Reinier de Ridder,SUB,3.0,250,-310,11/9/2024,Blue,False,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,193.04,198.12,34,,0,2,3,9,43,0,1,11,12,Southpaw,185.42,195.58,36,,neither
54,Gaston Bolanos,Cortavious Romious,U-DEC,3.0,205,-250,11/9/2024,Red,False,Bantamweight,MALE,3,0,1,1,1,4,0,0,0,1,Southpaw,162.56,172.72,30,,1,0,1,1,5,0,0,0,1,Orthodox,170.18,175.26,32,,neither
55,Luana Pinheiro,Gillian Robertson,U-DEC,3.0,360,-470,11/9/2024,Blue,False,Women's Strawweight,FEMALE,3,0,2,2,6,37,0,2,7,11,Orthodox,165.1,160.02,29,14.0,2,0,4,2,13,0,1,0,4,Orthodox,157.48,157.48,31,13.0,Red
56,Mansur Abdul-Malik,Dusko Todorovic,KO/TKO,1.0,-485,370,11/9/2024,Red,False,Middleweight,MALE,3,1,0,2,4,14,0,3,0,4,Orthodox,185.42,187.96,30,,0,1,1,0,2,0,1,0,1,Orthodox,187.96,200.66,27,,neither
57,Karolina Kowalkiewicz,Denise Gomes,U-DEC,3.0,500,-700,11/9/2024,Blue,False,Women's Strawweight,FEMALE,3,0,1,2,2,15,0,2,0,4,Orthodox,157.48,160.02,24,,1,0,4,8,46,1,0,1,9,Orthodox,160.02,162.56,39,,neither
58,Elizeu Zaleski dos Santos,Zachary Scroggin,KO/TKO,1.0,-900,600,11/9/2024,Red,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,28,,1,0,7,4,40,0,3,1,10,Orthodox,180.34,185.42,37,,neither
59,Matthew Semelsberger,Charles Radtke,KO/TKO,1.0,140,-175,11/9/2024,Blue,False,Welterweight,MALE,3,1,0,2,1,5,0,1,0,2,Orthodox,175.26,182.88,34,,3,0,2,5,26,0,2,0,5,Switch,185.42,190.5,31,,neither
60,Cody Stamann,Da'Mon Blackshear,SUB,1.0,205,-250,11/9/2024,Blue,False,Bantamweight,MALE,3,2,0,2,3,13,0,1,1,2,Switch,177.8,182.88,30,,2,0,3,6,37,0,1,0,7,Orthodox,167.64,162.56,35,,neither
61,Tresean Gore,Antonio Trocoli,SUB,1.0,-175,145,11/9/2024,Red,False,Middleweight,MALE,3,1,0,0,1,4,0,0,0,0,Orthodox,198.12,200.66,33,,0,1,1,2,6,0,0,1,1,Switch,182.88,190.5,30,,neither
62,Melissa Mullins,Klaudia Sygula,KO/TKO,2.0,-345,275,11/9/2024,Red,False,Women's Bantamweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,25,,1,0,1,1,5,0,0,0,1,Orthodox,170.18,172.72,33,,neither
63,Brandon Moreno,Amir Albazi,U-DEC,5.0,-180,150,11/2/2024,Red,False,Flyweight,MALE,5,0,5,5,0,13,0,1,2,5,Orthodox,165.1,172.72,31,3.0,2,0,3,5,53,6,3,3,9,Orthodox,170.18,177.8,30,2.0,Red
64,Erin Blanchfield,Rose Namajunas,U-DEC,5.0,-155,130,11/2/2024,Red,False,Women's Flyweight,FEMALE,3,0,2,3,5,52,7,2,3,11,Orthodox,165.1,165.1,32,5.0,1,0,6,1,19,0,0,3,6,Orthodox,162.56,167.64,25,3.0,Red
65,Caio Machado,Brendson Ribeiro,S-DEC,3.0,-192,160,11/2/2024,Blue,False,Light Heavyweight,MALE,3,2,0,1,2,5,0,1,0,1,Orthodox,190.5,205.74,28,,2,0,1,2,9,0,0,0,1,Southpaw,193.04,198.12,30,,neither
66,Ariane da Silva,Jasmine Jasudavicius,SUB,3.0,190,-250,11/2/2024,Blue,False,Women's Flyweight,FEMALE,3,0,2,2,2,24,0,0,1,6,Orthodox,170.18,172.72,35,14.0,1,0,3,6,29,0,0,2,6,Orthodox,167.64,170.18,30,13.0,Red
67,Marc-Andre Barriault,Dustin Stoltzfus,KO/TKO,1.0,-270,220,11/2/2024,Blue,False,Middleweight,MALE,3,1,0,1,5,17,0,1,1,3,Orthodox,182.88,190.5,32,,2,0,2,7,31,0,2,1,5,Orthodox,185.42,187.96,34,,neither
68,Mike Malott,Trevin Giles,U-DEC,3.0,-375,295,11/2/2024,Red,False,Welterweight,MALE,3,2,0,3,6,32,0,3,0,7,Orthodox,182.88,187.96,32,,1,0,4,1,8,0,1,3,4,Orthodox,185.42,185.42,32,,neither
69,Aiemann Zahabi,Pedro Munhoz,U-DEC,3.0,-225,185,11/2/2024,Red,False,Bantamweight,MALE,3,2,0,4,9,51,0,3,3,10,Orthodox,167.64,165.1,38,,0,4,4,2,17,0,2,0,5,Orthodox,172.72,172.72,36,,neither
70,Charles Jourdain,Victor Henry,SUB,2.0,-148,124,11/2/2024,Red,False,Bantamweight,MALE,3,0,2,2,1,14,0,1,0,3,Switch,170.18,172.72,37,,2,0,2,7,36,0,2,2,6,Switch,175.26,175.26,28,,neither
71,Jack Shore,Youssef Zalal,SUB,2.0,250,-310,11/2/2024,Blue,False,Featherweight,MALE,3,0,2,3,3,24,0,0,2,5,Switch,177.8,182.88,28,,1,0,5,2,20,0,0,3,6,Orthodox,172.72,180.34,29,,neither
72,Alexandr Romanov,Rodrigo Nascimento,U-DEC,3.0,-142,120,11/2/2024,Red,False,Heavyweight,MALE,3,1,0,3,2,18,0,0,2,5,Orthodox,187.96,203.2,31,15.0,1,0,5,3,17,0,1,3,6,Southpaw,187.96,190.5,33,13.0,Red
73,Serhiy Sidey,Garrett Armfield,S-DEC,3.0,-135,114,11/2/2024,Red,False,Bantamweight,MALE,3,1,0,2,2,9,0,1,0,2,Orthodox,167.64,177.8,28,,1,0,1,1,4,0,1,0,1,Switch,180.34,182.88,28,,neither
74,Chad Anheliger,Cody Gibson,U-DEC,3.0,310,-395,11/2/2024,Blue,False,Bantamweight,MALE,3,0,1,1,5,16,0,1,1,2,Orthodox,177.8,180.34,37,,0,1,2,2,15,0,1,0,3,Orthodox,167.64,162.56,37,,neither
75,Jamey-Lyn Horth,Ivana Petrovic,S-DEC,3.0,-192,160,11/2/2024,Red,False,Women's Flyweight,FEMALE,3,0,1,1,1,6,0,0,1,1,Southpaw,172.72,177.8,30,,1,0,1,1,6,0,0,0,1,Orthodox,170.18,167.64,34,,neither
76,Ilia Topuria,Max Holloway,KO/TKO,3.0,-305,245,10/26/2024,Red,True,Featherweight,MALE,5,0,3,13,7,98,9,11,2,22,Orthodox,180.34,175.26,32,2.0,0,7,7,0,16,1,4,1,7,Orthodox,170.18,175.26,27,0.0,Red
77,Robert Whittaker,Khamzat Chimaev,SUB,1.0,200,-245,10/26/2024,Blue,False,Middleweight,MALE,3,0,7,7,0,12,0,2,3,7,Orthodox,187.96,190.5,30,13.0,0,2,9,5,64,4,6,0,17,Orthodox,182.88,185.42,33,3.0,Red
78,Magomed Ankalaev,Aleksandar Rakic,U-DEC,3.0,-340,270,10/26/2024,Red,False,Light Heavyweight,MALE,3,2,0,4,3,22,0,2,0,6,Orthodox,193.04,198.12,32,,0,10,9,1,33,1,6,0,10,Orthodox,190.5,190.5,32,1.0,Red
79,Lerone Murphy,Dan Ige,U-DEC,3.0,-340,270,10/26/2024,Red,False,Featherweight,MALE,3,1,0,6,7,49,0,4,2,11,Orthodox,170.18,180.34,33,14.0,0,6,6,0,20,0,2,0,6,Orthodox,175.26,185.42,33,12.0,Red
80,Shara Magomedov,Armen Petrosyan,KO/TKO,2.0,-166,140,10/26/2024,Red,False,Middleweight,MALE,3,1,0,2,2,14,0,1,0,4,Orthodox,190.5,180.34,33,,0,3,3,0,9,0,1,0,3,Orthodox,187.96,185.42,30,,neither
81,Ibo Aslan,Rafael Cerqueira,KO/TKO,1.0,-108,-112,10/26/2024,Red,False,Light Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,190.5,193.04,34,,0,2,2,0,4,0,2,0,2,Orthodox,190.5,195.58,28,,neither
82,Geoff Neal,Rafael Dos Anjos,KO/TKO,1.0,-245,200,10/26/2024,Red,False,Welterweight,MALE,3,2,0,5,14,111,4,4,5,21,Southpaw,172.72,177.8,40,,2,0,6,4,30,0,5,1,8,Southpaw,180.34,190.5,34,10.0,Red
83,Mateusz Rebecki,Myktybek Orolbai,S-DEC,3.0,215,-265,10/26/2024,Red,False,Catch Weight,MALE,3,0,2,2,0,5,0,0,1,2,Orthodox,177.8,187.96,26,,1,0,4,1,10,0,1,2,4,Southpaw,170.18,167.64,31,,neither
84,Abus Magomedov,Brunno Ferreira,SUB,3.0,-155,130,10/26/2024,Red,False,Middleweight,MALE,3,0,2,2,1,5,0,4,0,4,Orthodox,177.8,182.88,31,,0,1,1,2,9,0,1,0,2,Orthodox,187.96,198.12,34,,neither
85,Kennedy Nzechukwu,Chris Barnett,KO/TKO,1.0,-800,550,10/26/2024,Red,False,Heavyweight,MALE,3,0,1,1,2,9,0,2,0,2,Orthodox,175.26,190.5,38,,2,0,3,5,30,0,5,1,8,Southpaw,195.58,210.82,32,,neither
86,Farid Basharat,Victor Hugo,U-DEC,3.0,-575,425,10/26/2024,Red,False,Featherweight,MALE,3,0,2,2,0,5,0,0,1,2,Orthodox,170.18,180.34,31,,0,4,4,0,10,0,0,1,4,Orthodox,172.72,180.34,27,,neither
87,Ismail Naurdiev,Bruno Silva,U-DEC,3.0,-148,124,10/26/2024,Red,False,Middleweight,MALE,3,3,0,3,5,19,0,4,0,4,Orthodox,182.88,187.96,35,,1,0,1,2,12,0,0,0,2,Orthodox,177.8,187.96,28,,neither
88,Rinat Fakhretdinov,Carlos Leal,U-DEC,3.0,-218,180,10/26/2024,Red,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,30,,0,4,3,0,13,0,0,1,4,Orthodox,182.88,187.96,33,,neither
89,Anthony Hernandez,Michel Pereira,KO/TKO,5.0,-162,136,10/19/2024,Red,False,Middleweight,MALE,5,0,8,8,2,25,0,2,3,9,Orthodox,185.42,185.42,31,14.0,0,5,5,2,19,0,1,4,6,Orthodox,182.88,190.5,31,13.0,Red
90,Rob Font,Kyler Phillips,U-DEC,3.0,455,-625,10/19/2024,Red,False,Bantamweight,MALE,3,0,3,4,1,21,0,2,1,7,Orthodox,172.72,182.88,29,12.0,2,0,4,7,46,0,6,1,10,Orthodox,172.72,180.34,37,10.0,Red
91,Charles Johnson,Sumudaerji,U-DEC,3.0,-305,245,10/19/2024,Red,False,Flyweight,MALE,3,2,0,3,3,12,0,1,0,3,Southpaw,172.72,182.88,28,,0,3,3,4,25,0,2,0,5,Switch,175.26,177.8,33,,neither
92,Jake Hadley,Cameron Smotherman,U-DEC,3.0,-575,425,10/19/2024,Blue,False,Bantamweight,MALE,3,1,0,0,1,1,0,0,0,0,Orthodox,175.26,175.26,27,,0,1,2,3,17,0,1,2,4,Southpaw,170.18,177.8,28,,neither
93,Darren Elkins,Daniel Pineda,U-DEC,3.0,-170,142,10/19/2024,Red,False,Featherweight,MALE,3,2,0,2,7,27,0,1,4,5,Orthodox,170.18,175.26,39,,0,1,6,10,72,0,4,3,18,Orthodox,177.8,180.34,40,,neither
94,Matheus Nicolau,Asu Almabayev,U-DEC,3.0,205,-250,10/19/2024,Blue,False,Flyweight,MALE,3,0,3,3,0,8,0,0,1,3,Orthodox,162.56,165.1,30,14.0,2,0,4,3,24,0,1,1,7,Orthodox,167.64,167.64,31,7.0,Red
95,Brad Katona,Jean Matsumoto,U-DEC,3.0,170,-205,10/19/2024,Blue,False,Bantamweight,MALE,3,0,2,2,0,5,0,0,1,2,Orthodox,167.64,172.72,25,,0,1,2,3,21,1,0,0,4,Orthodox,167.64,162.56,32,,neither
96,Joselyne Edwards,Tamires Vidal,SUB,3.0,-258,210,10/19/2024,Red,False,Women's Bantamweight,FEMALE,3,2,0,1,2,7,0,1,0,1,Orthodox,167.64,172.72,26,,2,0,3,4,24,0,0,0,4,Orthodox,172.72,177.8,29,,neither
97,Jessica Penne,Elise Reed,U-DEC,3.0,190,-230,10/19/2024,Blue,False,Women's Strawweight,FEMALE,3,1,0,1,4,17,0,0,0,3,Orthodox,160.02,160.02,31,,2,0,2,6,30,1,1,3,6,Orthodox,165.1,170.18,41,,neither
98,Melissa Martinez,Alice Ardelean,U-DEC,3.0,-155,130,10/19/2024,Red,False,Women's Strawweight,FEMALE,3,1,0,0,1,3,0,0,0,0,Orthodox,160.02,157.48,32,,1,0,0,1,3,0,0,0,0,Southpaw,157.48,167.64,27,,neither
99,Austen Lane,Robelis Despaigne,U-DEC,3.0,330,-425,10/19/2024,Red,False,Heavyweight,MALE,3,1,0,1,1,4,0,1,0,1,Orthodox,200.66,213.36,36,,2,0,1,3,6,0,1,0,1,Orthodox,198.12,203.2,36,,neither
100,Brandon Royval,Tatsuro Taira,S-DEC,5.0,250,-310,10/12/2024,Red,False,Flyweight,MALE,5,0,6,6,0,13,0,2,2,6,Orthodox,170.18,177.8,24,5.0,0,1,3,3,22,1,1,3,6,Southpaw,175.26,172.72,32,1.0,Red
101,Brad Tavares,JunYong Park,S-DEC,3.0,-195,238,10/12/2024,Blue,False,Middleweight,MALE,3,1,0,4,3,24,0,0,3,7,Orthodox,177.8,185.42,33,,1,0,5,9,65,0,2,0,15,Orthodox,185.42,187.96,36,,neither
102,Chidi Njokuani,Jared Gooden,U-DEC,3.0,-148,124,10/12/2024,Red,False,Welterweight,MALE,3,0,1,1,4,15,0,1,1,2,Orthodox,182.88,195.58,30,,0,1,3,3,14,0,3,0,4,Orthodox,190.5,203.2,35,,neither
103,Grant Dawson,Rafa Garcia,KO/TKO,2.0,-380,300,10/12/2024,Red,False,Lightweight,MALE,3,0,2,2,3,20,0,0,1,4,Orthodox,170.18,177.8,30,,0,1,6,1,31,0,1,5,10,Switch,177.8,182.88,30,,neither
104,Daniel Rodriguez,Alex Morono,S-DEC,3.0,-245,200,10/12/2024,Red,False,Welterweight,MALE,3,1,0,4,7,53,0,2,2,13,Orthodox,180.34,182.88,34,,3,0,4,4,29,0,2,1,8,Southpaw,185.42,187.96,37,,neither
105,CJ Vergara,Ramazan Temirov,KO/TKO,1.0,240,-298,10/12/2024,Blue,False,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,27,,1,0,2,3,17,0,2,0,4,Orthodox,167.64,172.72,33,,neither
106,Jonathan Pearce,Pat Sabatini,SUB,1.0,-180,150,10/12/2024,Blue,False,Featherweight,MALE,3,1,0,4,2,14,0,0,2,5,Orthodox,172.72,177.8,33,,2,0,5,3,21,0,3,1,6,Switch,182.88,180.34,32,,neither
107,Themba Gorimbo,Niko Price,U-DEC,3.0,-290,235,10/12/2024,Red,False,Welterweight,MALE,3,0,1,2,7,34,0,4,2,8,Orthodox,182.88,193.04,35,,0,3,3,1,9,0,1,0,3,Orthodox,185.42,195.58,33,,neither
108,Junior Tafa,Sean Sharaf,KO/TKO,2.0,-238,195,10/12/2024,Red,False,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,31,,2,0,1,3,7,0,1,0,1,Orthodox,190.5,190.5,28,,neither
109,Julia Polastri,Cory McKenna,S-DEC,3.0,-108,-112,10/12/2024,Red,False,Women's Strawweight,FEMALE,3,1,0,2,2,15,0,0,1,4,Orthodox,160.02,147.32,25,,1,0,1,2,8,0,0,1,1,Orthodox,157.48,160.02,26,,neither
110,Dan Argueta,Cody Haddon,U-DEC,3.0,124,-148,10/12/2024,Blue,False,Bantamweight,MALE,3,0,1,1,0,1,0,0,1,1,Orthodox,170.18,175.26,26,,1,0,1,2,12,0,0,0,1,Southpaw,170.18,172.72,31,,neither
111,Clayton Carpenter,Lucas Rocha,SUB,2.0,-245,200,10/12/2024,Red,False,Flyweight,MALE,3,0,1,1,0,2,0,1,0,1,Orthodox,160.02,162.56,24,,0,2,2,0,4,0,0,1,2,Orthodox,167.64,167.64,28,,neither
112,Alex Pereira,Khalil Rountree Jr.,KO/TKO,4.0,-425,330,10/5/2024,Red,True,Light Heavyweight,MALE,5,0,5,5,5,29,1,7,0,9,Southpaw,185.42,193.04,34,8.0,0,4,4,1,21,5,6,0,8,Orthodox,193.04,200.66,37,0.0,Red
113,Raquel Pennington,Julianna Pena,S-DEC,5.0,-155,130,10/5/2024,Blue,True,Women's Bantamweight,FEMALE,5,1,0,4,3,26,3,2,2,7,Orthodox,167.64,175.26,35,,0,6,6,5,54,2,0,3,13,Orthodox,170.18,170.18,36,0.0,Red
114,Jose Aldo,Mario Bautista,S-DEC,3.0,102,-122,10/5/2024,Blue,False,Bantamweight,MALE,3,0,6,6,2,20,0,1,3,8,Switch,175.26,175.26,31,11.0,0,1,15,7,90,15,11,0,22,Orthodox,170.18,177.8,38,,Blue
115,Roman Dolidze,Kevin Holland,KO/TKO,1.0,124,-148,10/5/2024,Red,False,Middleweight,MALE,3,0,1,5,8,57,0,5,5,14,Orthodox,190.5,205.74,31,,0,1,4,3,25,0,4,0,7,Orthodox,187.96,193.04,36,10.0,Red
116,Ketlen Vieira,Kayla Harrison,U-DEC,3.0,700,-1100,10/5/2024,Blue,False,Women's Bantamweight,FEMALE,3,0,1,1,0,2,0,0,1,1,Southpaw,172.72,167.64,34,3.0,0,1,4,3,34,0,0,1,8,Orthodox,172.72,172.72,33,2.0,Red
117,Stephen Thompson,Joaquin Buckley,KO/TKO,3.0,185,-225,10/5/2024,Blue,False,Welterweight,MALE,3,0,4,4,4,31,0,6,0,9,Southpaw,177.8,193.04,30,11.0,1,0,7,7,60,2,6,0,12,Orthodox,182.88,190.5,41,9.0,Red
118,Marina Rodriguez,Iasmin Lucindo,S-DEC,3.0,154,-185,10/5/2024,Blue,False,Women's Strawweight,FEMALE,3,0,3,3,1,11,0,0,1,3,Orthodox,160.02,167.64,22,14.0,1,0,4,4,42,0,3,0,8,Orthodox,167.64,165.1,37,6.0,Red
119,Austin Hubbard,Alexander Hernandez,S-DEC,3.0,-112,-108,10/5/2024,Blue,False,Lightweight,MALE,3,2,0,2,7,29,0,3,0,6,Orthodox,175.26,182.88,32,,0,1,1,5,23,0,1,0,4,Orthodox,177.8,180.34,32,,neither
120,Cesar Almeida,Ihor Potieria,U-DEC,3.0,-500,380,10/5/2024,Red,False,Middleweight,MALE,3,1,0,1,4,11,0,2,0,3,Southpaw,190.5,190.5,28,,1,0,2,1,8,0,1,0,2,Orthodox,185.42,187.96,36,,neither
121,Ryan Spann,Ovince Saint Preux,SUB,1.0,-205,170,10/5/2024,Red,False,Light Heavyweight,MALE,3,0,1,5,13,78,1,9,5,21,Southpaw,190.5,203.2,41,,3,0,5,6,22,0,3,3,8,Orthodox,195.58,200.66,33,,neither
122,Carla Esparza,Tecia Pennington,U-DEC,3.0,145,-175,10/5/2024,Blue,False,Women's Strawweight,FEMALE,3,2,0,3,7,45,0,1,1,9,Orthodox,154.94,152.4,35,,1,0,6,5,44,4,1,1,10,Orthodox,154.94,160.02,36,,neither
123,Court McGee,Tim Means,SUB,1.0,180,-218,10/5/2024,Red,False,Welterweight,MALE,3,1,0,4,13,65,0,6,2,15,Orthodox,187.96,190.5,40,,3,0,3,12,59,1,0,2,10,Orthodox,180.34,190.5,39,,neither
124,Renato Moicano,Benoit Saint Denis,KO/TKO,2.0,210,-258,9/28/2024,Red,False,Lightweight,MALE,5,1,0,5,2,13,0,3,2,5,Southpaw,180.34,185.42,28,,0,3,3,5,35,0,1,6,11,Orthodox,180.34,182.88,35,11.0,Red
125,Nassourdine Imavov,Brendan Allen,U-DEC,3.0,-225,185,9/28/2024,Red,False,Middleweight,MALE,3,0,7,7,2,33,0,1,8,13,Orthodox,187.96,190.5,28,8.0,0,2,3,2,29,0,3,0,6,Orthodox,190.5,190.5,29,4.0,Red
126,William Gomis,Joanderson Brito,S-DEC,3.0,245,-305,9/28/2024,Red,False,Featherweight,MALE,3,0,5,5,1,13,0,3,2,6,Orthodox,172.72,182.88,29,,0,3,3,0,9,0,1,0,3,Southpaw,182.88,185.42,27,,neither
127,Kevin Jousset,Bryan Battle,KO/TKO,2.0,160,-192,9/28/2024,Blue,False,Welterweight,MALE,3,0,2,3,1,14,0,2,2,5,Orthodox,185.42,195.58,30,,0,2,2,0,4,0,0,1,2,Orthodox,187.96,190.5,31,,neither
128,Morgan Charriere,Gabriel Miranda,KO/TKO,2.0,-520,390,9/28/2024,Red,False,Featherweight,MALE,3,0,1,1,1,3,0,0,1,1,Orthodox,180.34,180.34,34,,1,0,1,1,4,0,1,0,1,Orthodox,172.72,175.26,28,,neither
129,Fares Ziam,Matt Frevola,KO/TKO,3.0,-125,105,9/28/2024,Red,False,Lightweight,MALE,3,1,0,3,4,20,0,3,1,6,Orthodox,175.26,180.34,34,,0,3,3,2,19,0,0,0,5,Orthodox,185.42,190.5,27,,neither
130,Ion Cutelaba,Ivan Erslan,S-DEC,3.0,-102,-118,9/28/2024,Red,False,Light Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,187.96,182.88,32,,1,0,2,9,30,0,4,0,6,Southpaw,185.42,190.5,30,,neither
