RedFighter,BlueFighter,RedOdds,BlueOdds,RedWinner,RedReturn,BlueReturn,OddsDiff,AgeDiff,ReachDiff,WinsDiff,LossesDiff,WinStreakDiff,LoseStreakDiff,RankDiff,Date,TitleBout,WeightClass,Gender,NumberOfRounds,Finish,FinishRound,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByKO,BlueWinsBySubmission,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueAge,BMatchWCRank,RedCurrentLoseStreak,RedCurrentWinStreak,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByKO,RedWinsBySubmission,RedWins,RedStance,RedHeightCms,RedReachCms,RedAge,RMatchWCRank
Melvin Guillard,Evan Dunham,205,-225,True,3.05,0.0,430,-2,-5.0800000000000125,4,3,3,-1,0,2011-01-22,False,Lightweight,MALE,3,KO/TKO,1,1,0,4,1,13,0,1,1,4,Southpaw,177.8,177.8,29,20,0,3,3,4,21,0,4,0,8,Orthodox,175.26,172.72,27,20
Matt Mitrione,Tim Hague,-250,230,True,1.4,0.0,-480,5,7.6200000000000045,2,-3,3,-3,0,2011-01-22,False,Heavyweight,MALE,3,KO/TKO,1,3,0,1,3,8,0,0,1,1,Orthodox,193.04,193.04,27,20,0,3,3,0,7,0,2,0,3,Switch,190.5,200.66,32,20
Mark Hominick,George Roop,-250,230,True,1.4,0.0,-480,-1,-10.159999999999997,1,-2,2,-1,0,2011-01-22,False,Featherweight,MALE,3,KO/TKO,1,1,0,1,2,8,0,0,0,1,Orthodox,185.42,182.88,29,20,0,2,2,0,5,0,0,1,2,Orthodox,172.72,172.72,28,20
Pat Barry,Joey Beltran,-174,164,True,1.5747,0.0,-338,2,-2.539999999999992,0,1,0,0,0,2011-01-22,False,Heavyweight,MALE,3,U-DEC,3,1,0,2,1,8,0,1,0,2,Orthodox,185.42,190.5,29,20,1,0,1,2,7,0,2,0,2,Orthodox,180.34,187.96,31,20
Cole Miller,Matt Wiman,-135,125,False,0.0,2.25,-260,-1,15.240000000000009,0,-1,0,0,0,2011-01-22,False,Lightweight,MALE,3,U-DEC,3,0,2,4,3,19,0,2,2,6,Orthodox,177.8,172.72,27,20,0,2,2,2,14,0,1,4,6,Orthodox,185.42,187.96,26,20
Cody McKenzie,Yves Edwards,255,-310,False,0.0,1.3226,565,-11,-2.539999999999992,-6,-4,0,0,0,2011-01-22,False,Lightweight,MALE,3,SUB,2,0,1,6,4,26,0,3,1,7,Southpaw,175.26,185.42,34,20,0,1,1,0,1,0,0,1,1,Switch,182.88,182.88,23,20
DaMarques Johnson,Mike Guymon,-125,105,True,1.8,0.0,-230,-8,2.539999999999992,1,0,0,0,0,2011-01-22,False,Welterweight,MALE,3,SUB,1,1,0,1,2,5,0,0,0,1,Orthodox,182.88,187.96,36,20,1,0,2,2,7,1,1,1,2,Orthodox,185.42,190.5,28,20
Rani Yahya,Mike Brown,290,-350,True,3.9,0.0,640,-9,-7.6200000000000045,0,-2,0,-2,0,2011-01-22,False,Featherweight,MALE,3,U-DEC,3,2,0,0,2,4,0,0,0,0,Orthodox,167.64,177.8,35,20,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,26,20
Waylon Lowe,Willamy Freire,-110,-110,True,1.9091,0.0,0,7,-4.0,1,1,1,0,0,2011-01-22,False,Lightweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,172.72,178.0,23,20,0,1,1,1,4,0,0,0,1,Southpaw,170.18,174.0,30,20
Charlie Brenneman,Amilcar Alves,-220,180,True,1.4545,0.0,-400,7,-2.539999999999992,1,0,0,0,0,2011-01-22,False,Welterweight,MALE,3,U-DEC,3,1,0,0,1,3,0,0,0,0,Southpaw,182.88,185.42,22,20,1,0,1,1,5,0,0,0,1,Orthodox,177.8,182.88,29,20
Will Campuzano,Chris Cariaso,100,-120,False,0.0,1.8333,220,-5,17.78,0,1,0,1,0,2011-01-22,False,Bantamweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Southpaw,160.02,160.02,29,20,1,0,0,1,3,0,0,0,0,Orthodox,175.26,177.8,24,20
Chris Leben,Brian Stann,-147,137,False,0.0,2.37,-284,0,0.0,8,3,2,0,0,2011-01-01,False,Middleweight,MALE,3,KO/TKO,1,0,1,2,2,13,0,0,1,3,Orthodox,185.42,187.96,30,20,0,3,5,5,35,0,6,2,11,Southpaw,180.34,187.96,30,20
Nate Diaz,Dong Hyun Kim,121,-131,False,0.0,1.7634,252,-4,0.0,4,2,0,0,0,2011-01-01,False,Welterweight,MALE,3,U-DEC,3,0,2,2,1,15,0,1,0,4,Southpaw,187.96,193.04,29,20,0,2,5,3,24,1,1,6,8,Southpaw,182.88,193.04,25,20
Clay Guida,Takanori Gomi,-137,127,True,1.7299,0.0,-264,-3,0.0,6,4,1,0,0,2011-01-01,False,Lightweight,MALE,3,SUB,2,0,1,1,1,4,0,1,0,1,Southpaw,170.18,177.8,32,20,0,2,3,5,31,0,1,3,7,Orthodox,170.18,177.8,29,20
Jeremy Stephens,Marcus Davis,-300,250,True,1.3333,0.0,-550,-13,2.539999999999992,-4,0,0,0,0,2011-01-01,False,Lightweight,MALE,3,KO/TKO,3,1,0,6,5,28,0,3,4,9,Southpaw,177.8,177.8,37,20,1,0,2,5,25,0,2,0,5,Orthodox,172.72,180.34,24,20
Dustin Poirier,Josh Grispi,250,-300,True,3.5,0.0,550,-1,-5.0800000000000125,0,0,0,0,0,2011-01-01,False,Featherweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,22,20,0,0,0,0,0,0,0,0,0,Southpaw,175.26,182.88,21,20
Phil Baroni,Brad Tavares,240,-280,False,0.0,1.3571,520,11,-5.0800000000000125,2,6,-1,5,0,2011-01-01,False,Middleweight,MALE,3,KO/TKO,1,0,1,1,0,3,0,0,0,1,Orthodox,185.42,187.96,23,20,5,0,2,6,20,0,2,0,3,Orthodox,175.26,182.88,34,20
Mike Brown,Diego Nunes,-225,185,False,0.0,2.85,-410,7,7.6200000000000045,0,1,0,1,0,2011-01-01,False,Featherweight,MALE,3,S-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,28,20,1,0,0,1,1,0,0,0,0,Orthodox,167.64,177.8,35,20
Daniel Roberts,Greg Soto,-115,-105,True,1.8696,0.0,-10,6,2.5400000000000205,1,0,1,0,0,2011-01-01,False,Welterweight,MALE,3,SUB,1,0,1,1,1,6,0,0,0,1,Orthodox,180.34,185.42,24,20,0,2,2,1,5,0,0,1,2,Southpaw,177.8,187.96,30,20
Jacob Volkmann,Antonio McKee,170,-200,True,2.7,0.0,370,-10,-2.6599999999999966,2,2,2,0,0,2011-01-01,False,Lightweight,MALE,3,S-DEC,3,0,0,0,0,0,0,0,0,0,Southpaw,172.72,183.0,40,20,0,2,2,2,10,0,0,0,2,Southpaw,175.26,180.34,30,20
Georges St-Pierre,Josh Koscheck,-440,390,True,1.2273,0.0,-830,-4,7.6200000000000045,1,-2,4,0,0,2010-12-11,True,Welterweight,MALE,5,U-DEC,5,0,3,5,4,35,0,5,3,13,Orthodox,177.8,185.42,33,20,0,7,7,2,43,9,5,2,14,Orthodox,180.34,193.04,29,20
Stefan Struve,Sean McCorkle,-120,110,True,1.8333,0.0,-230,-12,7.6200000000000045,3,2,0,0,0,2010-12-11,False,Heavyweight,MALE,3,KO/TKO,1,0,1,1,0,1,0,0,1,1,Orthodox,200.66,205.74,34,20,0,1,3,2,10,0,1,2,4,Orthodox,210.82,213.36,22,20
Jim Miller,Charles Oliveira,140,-150,True,2.4,0.0,290,6,-7.6200000000000045,5,1,3,0,0,2010-12-11,False,Lightweight,MALE,3,SUB,1,0,2,2,0,4,0,0,2,2,Orthodox,177.8,187.96,21,20,0,5,5,1,21,0,1,2,7,Southpaw,172.72,180.34,27,20
Joe Stevenson,Mac Danzig,-240,220,False,0.0,3.2,-460,-2,0.0,5,1,0,0,0,2010-12-11,False,Lightweight,MALE,3,KO/TKO,1,1,0,2,4,16,1,0,2,3,Orthodox,172.72,177.8,30,20,1,0,4,5,29,2,1,3,8,Orthodox,170.18,177.8,28,20
Thiago Alves,John Howard,-300,270,True,1.3333,0.0,-570,0,-2.539999999999992,5,3,0,1,0,2010-12-11,False,Welterweight,MALE,3,U-DEC,3,1,0,4,1,13,0,2,0,4,Orthodox,170.18,180.34,27,20,2,0,7,4,30,1,6,0,9,Orthodox,175.26,177.8,27,20
Joe Doerksen,Dan Miller,210,-250,False,0.0,1.4,460,4,2.539999999999992,-2,3,-1,1,0,2010-12-11,False,Middleweight,MALE,3,S-DEC,3,0,1,3,3,16,0,0,3,4,Orthodox,185.42,187.96,29,20,1,0,1,6,19,0,0,2,2,Orthodox,182.88,190.5,33,20
Mark Bocek,Dustin Hazelett,-150,130,True,1.6667,0.0,-280,5,-2.539999999999992,-1,-1,0,-1,0,2010-12-11,False,Lightweight,MALE,3,SUB,1,2,0,3,4,14,0,0,4,5,Orthodox,185.42,193.04,24,20,1,0,3,3,15,0,0,3,4,Orthodox,172.72,190.5,29,20
Matthew Riddle,Sean Pierson,-250,210,False,0.0,3.1,-460,-10,-5.079999999999984,5,1,2,0,0,2010-12-11,False,Welterweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Southpaw,182.88,193.04,34,20,0,2,3,1,17,0,1,0,5,Southpaw,185.42,187.96,24,20
TJ Grant,Ricardo Almeida,130,-150,False,0.0,1.6667,280,-8,-5.0800000000000125,-2,-2,1,-1,0,2010-12-11,False,Welterweight,MALE,3,U-DEC,3,1,0,3,4,19,0,0,3,5,Orthodox,182.88,187.96,34,20,0,1,1,2,13,0,1,0,3,Orthodox,177.8,182.88,26,20
Pat Audinwood,John Makdessi,-145,125,False,0.0,2.25,-270,-1,15.280000000000001,0,1,0,1,0,2010-12-11,False,Lightweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,25,20,1,0,0,1,1,0,0,0,0,Orthodox,182.88,188.0,24,20
Jonathan Brookins,Michael Johnson,-230,190,True,1.4348,0.0,-420,1,0.0,0,0,0,0,0,2010-12-04,True,Lightweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,24,20,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,25,20
Stephan Bonnar,Igor Pokrajac,-240,220,True,1.4167,0.0,-460,2,5.0800000000000125,5,4,0,0,0,2010-12-04,False,Light Heavyweight,MALE,3,U-DEC,3,0,1,1,2,7,0,0,1,1,Orthodox,182.88,193.04,31,20,0,1,3,6,30,1,2,2,6,Orthodox,193.04,198.12,33,20
Kendall Grove,Demian Maia,265,-295,False,0.0,1.339,560,-5,17.78,0,2,0,0,0,2010-12-04,False,Middleweight,MALE,3,U-DEC,3,0,1,5,2,20,1,0,5,7,Southpaw,185.42,182.88,33,20,0,1,3,4,21,1,2,2,7,Orthodox,198.12,200.66,28,20
Johny Hendricks,Rick Story,-178,167,False,0.0,2.67,-345,1,-5.0800000000000125,0,-1,0,0,0,2010-12-04,False,Welterweight,MALE,3,U-DEC,3,0,4,4,1,13,0,1,1,4,Southpaw,175.26,180.34,26,20,0,4,4,0,9,0,2,0,4,Southpaw,175.26,175.26,27,20
Nam Phan,Leonard Garcia,165,-190,False,0.0,1.5263,355,-4,2.5400000000000205,-1,-2,0,-1,0,2010-12-04,False,Featherweight,MALE,3,S-DEC,3,1,0,1,2,7,0,0,1,1,Orthodox,177.8,175.26,31,20,0,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,27,20
Cody McKenzie,Aaron Wilkinson,-110,-110,True,1.9091,0.0,0,-1,-0.12000000000000455,0,0,0,0,0,2010-12-04,False,Lightweight,MALE,3,SUB,1,0,0,0,0,0,0,0,0,0,Orthodox,177.8,183.0,23,20,0,0,0,0,0,0,0,0,0,Switch,182.88,182.88,22,20
Ian Loveland,Tyler Toner,235,-275,True,3.35,0.0,510,0,0.0,0,0,0,0,0,2010-12-04,False,Featherweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,27,20,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,27,20
Sako Chivitchian,Kyle Watson,150,-170,False,0.0,1.5882,320,-5,2.0,0,0,0,0,0,2010-12-04,False,Lightweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,182.88,178.0,31,20,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.0,26,20
Will Campuzano,Nick Pace,-120,100,False,0.0,2.0,-220,1,5.0800000000000125,0,0,0,0,0,2010-12-04,False,Bantamweight,MALE,3,SUB,3,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,23,20,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,24,20
Fredson Paixao,Pablo Garza,-190,165,False,0.0,2.65,-355,4,-17.78,0,0,0,0,0,2010-12-04,False,Featherweight,MALE,3,KO/TKO,1,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,27,20,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,31,20
Rich Attonito,David Branch,140,-160,False,0.0,1.625,300,4,-15.240000000000009,1,-1,1,0,0,2010-12-04,False,Middleweight,MALE,3,U-DEC,3,0,1,1,1,6,0,0,0,1,Orthodox,185.42,198.12,29,20,0,2,2,0,5,0,1,0,2,Orthodox,177.8,182.88,33,20
Matt Hughes,BJ Penn,195,-215,False,0.0,1.4651,410,6,7.619999999999976,7,-2,3,-2,0,2010-11-20,False,Welterweight,MALE,3,KO/TKO,1,2,0,3,7,55,11,5,4,11,Orthodox,175.26,177.8,31,20,0,3,6,5,49,12,6,5,18,Switch,175.26,185.42,37,20
Gerald Harris,Maiquel Falcao,-250,230,False,0.0,3.3,-480,2,20.580000000000013,3,0,3,0,0,2010-11-20,False,Middleweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,180.34,175.0,29,20,0,3,3,0,7,0,3,0,3,Southpaw,180.34,195.58,31,20
Phil Davis,Tim Boetsch,-485,425,True,1.2062,0.0,-910,-3,12.699999999999989,0,-2,2,0,0,2010-11-20,False,Light Heavyweight,MALE,3,SUB,2,0,1,1,2,10,0,2,0,3,Orthodox,182.88,187.96,29,20,0,3,3,0,7,0,0,1,3,Orthodox,187.96,200.66,26,20
George Sotiropoulos,Joe Lauzon,-225,205,True,1.4444,0.0,-430,7,0.0,0,-2,5,0,0,2010-11-20,False,Lightweight,MALE,3,SUB,2,0,1,3,2,14,0,2,4,6,Orthodox,177.8,180.34,26,20,0,6,6,0,13,0,1,3,6,Orthodox,177.8,180.34,33,20
Matt Brown,Brian Foster,120,-130,False,0.0,1.7692,250,3,10.159999999999997,2,1,-1,2,0,2010-11-20,False,Welterweight,MALE,3,SUB,2,0,1,1,2,6,0,2,0,2,Orthodox,175.26,180.34,26,20,2,0,3,3,15,0,3,1,4,Orthodox,182.88,190.5,29,20
Aaron Simpson,Mark Munoz,115,-125,False,0.0,1.8,240,4,2.539999999999992,0,-1,0,0,0,2010-11-20,False,Middleweight,MALE,3,U-DEC,3,1,0,3,2,10,0,2,0,3,Orthodox,182.88,182.88,32,20,1,0,3,1,8,0,2,0,3,Orthodox,182.88,185.42,36,20
Karo Parisyan,Dennis Hallman,-160,140,False,0.0,2.4,-300,-6,0.0,6,0,-1,2,0,2010-11-20,False,Welterweight,MALE,3,KO/TKO,1,0,1,1,4,16,1,0,1,2,Orthodox,175.26,182.88,34,20,2,0,4,4,31,0,1,1,8,Orthodox,177.8,182.88,28,20
Mike Lullo,Edson Barboza,355,-445,False,0.0,1.2247,800,7,-12.5,0,0,0,0,0,2010-11-20,False,Lightweight,MALE,3,KO/TKO,3,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,24,20,0,0,0,0,0,0,0,0,0,Orthodox,172.72,178.0,31,20
Paul Kelly,TJ O'Brien,-200,170,True,1.5,0.0,-370,3,-18.19999999999999,4,3,0,1,0,2010-11-20,False,Lightweight,MALE,3,KO/TKO,2,0,0,0,0,0,0,0,0,0,Orthodox,187.96,196.0,23,20,1,0,2,3,18,0,0,1,4,Orthodox,175.26,177.8,26,20
Tyson Griffin,Nik Lentz,-230,190,False,0.0,2.9,-420,0,0.0,4,3,-2,2,0,2010-11-20,False,Lightweight,MALE,3,S-DEC,3,0,2,2,1,12,0,0,0,3,Orthodox,172.72,172.72,26,20,2,0,4,4,28,0,1,1,7,Orthodox,167.64,172.72,26,20
Nate Marquardt,Yushin Okami,-190,175,False,0.0,2.75,-365,2,-2.539999999999992,0,1,-1,0,0,2010-11-13,False,Middleweight,MALE,3,U-DEC,3,0,2,4,2,31,0,3,0,9,Southpaw,187.96,190.5,29,20,0,1,4,3,26,1,4,2,9,Orthodox,182.88,187.96,31,20
Dennis Siver,Andre Winner,105,-115,True,2.05,0.0,220,2,-7.619999999999976,3,2,1,-1,0,2010-11-13,False,Lightweight,MALE,3,SUB,1,1,0,2,2,10,1,1,0,2,Orthodox,180.34,185.42,29,20,0,1,3,4,19,0,3,1,5,Orthodox,167.64,177.8,31,20
Amir Sadollah,Peter Sobotta,-265,245,True,1.3774,0.0,-510,7,-2.539999999999992,3,0,0,-1,0,2010-11-13,False,Welterweight,MALE,3,U-DEC,3,2,0,0,2,6,0,0,0,0,Southpaw,182.88,190.5,23,20,1,0,2,2,11,1,0,1,3,Orthodox,177.8,187.96,30,20
Krzysztof Soszynski,Goran Reljic,-108,-102,True,1.9259,0.0,-6,7,-10.159999999999997,3,0,0,-1,0,2010-11-13,False,Light Heavyweight,MALE,3,U-DEC,3,2,0,1,2,8,0,1,0,1,Southpaw,190.5,205.74,26,20,1,0,3,2,12,0,1,2,4,Open Stance,185.42,195.58,33,20
Duane Ludwig,Nick Osipczak,280,-340,True,3.8,0.0,620,7,-15.23999999999998,0,0,0,0,0,2010-11-13,False,Welterweight,MALE,3,S-DEC,3,2,0,2,2,10,0,1,1,2,Orthodox,187.96,193.04,25,20,2,0,2,2,6,0,1,0,2,Orthodox,177.8,177.8,32,20
Vladimir Matyushenko,Alexandre Ferreira,-220,180,True,1.4545,0.0,-400,8,17.78,5,3,0,1,0,2010-11-13,False,Light Heavyweight,MALE,3,KO/TKO,1,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,31,20,1,0,2,3,20,1,1,0,5,Orthodox,182.88,187.96,39,20
Pascal Krauss,Mark Scanlon,-230,190,True,1.4348,0.0,-420,-4,5.079999999999984,0,0,0,0,0,2010-11-13,False,Welterweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,27,20,0,0,0,0,0,0,0,0,0,Orthodox,185.42,182.88,23,20
Kyle Noke,Rob Kimmons,-220,180,True,1.4545,0.0,-400,1,7.6200000000000045,-2,-2,0,0,0,2010-11-13,False,Middleweight,MALE,3,SUB,2,0,1,1,2,9,0,0,2,3,Orthodox,177.8,185.42,29,20,0,1,1,0,2,0,1,0,1,Southpaw,185.42,193.04,30,20
Seth Petruzelli,Karlos Vemola,-105,-115,False,0.0,1.8696,10,5,2.539999999999992,0,2,0,2,0,2010-11-13,False,Light Heavyweight,MALE,3,KO/TKO,1,1,0,0,1,3,0,0,0,0,Orthodox,182.88,190.5,25,20,3,0,0,3,7,0,0,0,0,Orthodox,182.88,193.04,30,20
Kris McCray,Carlos Eduardo Rocha,-115,-105,False,0.0,1.9524,-10,0,15.23999999999998,0,1,0,1,0,2010-11-13,False,Welterweight,MALE,3,SUB,1,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,29,20,1,0,0,1,2,1,0,0,0,Orthodox,182.88,193.04,29,20
Brock Lesnar,Cain Velasquez,-165,155,False,0.0,2.55,-320,5,10.159999999999997,-2,1,-2,0,0,2010-10-23,True,Heavyweight,MALE,5,KO/TKO,1,0,6,6,0,10,0,5,0,6,Orthodox,185.42,195.58,28,20,0,4,4,1,10,3,2,1,4,Orthodox,190.5,205.74,33,20
Jake Shields,Martin Kampmann,-170,160,True,1.5882,0.0,-330,3,0.0,-8,-2,-2,0,0,2010-10-23,False,Welterweight,MALE,3,S-DEC,3,0,2,4,2,17,0,1,4,8,Orthodox,182.88,182.88,28,20,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,31,20
Diego Sanchez,Paulo Thiago,130,-140,True,2.3,0.0,270,-1,-2.539999999999992,7,2,0,1,0,2010-10-23,False,Welterweight,MALE,3,U-DEC,3,1,0,2,2,12,0,1,1,3,Orthodox,180.34,185.42,29,20,2,0,6,4,37,2,5,0,10,Southpaw,177.8,182.88,28,20
Tito Ortiz,Matt Hamill,163,-173,False,0.0,1.578,336,1,-5.079999999999984,6,6,-4,4,0,2010-10-23,False,Light Heavyweight,MALE,3,U-DEC,3,0,4,4,2,20,0,5,0,8,Orthodox,185.42,193.04,34,20,4,0,6,8,55,10,7,1,14,Orthodox,190.5,187.96,35,20
Brendan Schaub,Gabriel Gonzaga,125,-145,True,2.25,0.0,270,-4,5.0800000000000125,-5,-3,2,-1,0,2010-10-23,False,Heavyweight,MALE,3,U-DEC,3,1,0,4,4,17,1,5,2,7,Orthodox,187.96,193.04,31,20,0,2,2,1,3,1,2,0,2,Orthodox,193.04,198.12,27,20
Court McGee,Ryan Jensen,-250,210,True,1.4,0.0,-460,-8,-2.539999999999992,-1,-4,0,0,0,2010-10-23,False,Middleweight,MALE,3,SUB,3,0,1,1,4,7,0,0,2,2,Orthodox,185.42,193.04,33,20,0,1,1,0,2,1,0,1,1,Orthodox,180.34,190.5,25,20
Patrick Cote,Tom Lawlor,-175,155,False,0.0,2.55,-330,3,-7.6200000000000045,2,4,0,0,0,2010-10-23,False,Middleweight,MALE,3,U-DEC,3,2,0,2,2,9,0,0,1,2,Southpaw,182.88,187.96,27,20,2,0,4,6,23,2,2,0,4,Orthodox,180.34,180.34,30,20
Mike Guymon,Daniel Roberts,125,-145,False,0.0,1.6897,270,6,0.0,0,0,0,0,0,2010-10-23,False,Welterweight,MALE,3,SUB,1,0,1,1,1,4,0,0,0,1,Southpaw,177.8,187.96,30,20,0,1,1,1,4,0,0,0,1,Orthodox,182.88,187.96,36,20
Sam Stout,Paul Taylor,-200,170,True,1.5,0.0,-370,-4,-5.079999999999984,1,1,0,0,0,2010-10-23,False,Lightweight,MALE,3,S-DEC,3,1,0,1,4,19,0,1,0,3,Orthodox,182.88,182.88,30,20,1,0,2,5,25,0,0,0,4,Orthodox,175.26,177.8,26,20
Chris Camozzi,Dongi Yang,-110,-110,True,1.9091,0.0,0,-2,12.699999999999989,1,0,1,0,0,2010-10-23,False,Middleweight,MALE,3,S-DEC,3,0,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,25,20,0,1,1,0,3,0,0,0,1,Orthodox,187.96,193.04,23,20
Jon Madsen,Gilbert Yvel,-225,185,True,1.4444,0.0,-410,-4,-12.700000000000017,3,-2,3,-2,0,2010-10-23,False,Heavyweight,MALE,3,KO/TKO,1,2,0,0,2,4,0,0,0,0,Orthodox,187.96,195.58,34,20,0,3,3,0,9,0,0,0,3,Orthodox,182.88,182.88,30,20
Michael Bisping,Yoshihiro Akiyama,-210,190,True,1.4762,0.0,-400,-4,5.0800000000000125,8,2,1,-1,0,2010-10-16,False,Middleweight,MALE,3,U-DEC,3,1,0,1,1,6,0,0,0,1,Orthodox,177.8,185.42,35,20,0,1,4,3,26,1,6,0,9,Orthodox,185.42,190.5,31,20
Dan Hardy,Carlos Condit,-170,160,False,0.0,2.6,-330,2,-2.539999999999992,2,0,-2,1,0,2010-10-16,False,Welterweight,MALE,3,KO/TKO,1,0,2,2,1,9,0,1,0,2,Orthodox,187.96,190.5,26,20,1,0,4,1,15,1,1,0,4,Orthodox,182.88,187.96,28,20
John Hathaway,Mike Pyle,-475,420,False,0.0,5.2,-895,-12,2.539999999999992,2,-2,3,0,0,2010-10-16,False,Welterweight,MALE,3,U-DEC,3,0,1,1,2,9,0,0,2,2,Orthodox,182.88,187.96,35,20,0,4,4,0,10,0,1,0,4,Orthodox,185.42,190.5,23,20
James Wilks,Claude Patrick,145,-165,False,0.0,1.6061,310,2,0.0,1,1,0,0,0,2010-10-16,False,Welterweight,MALE,3,U-DEC,3,0,1,1,0,2,0,0,1,1,Orthodox,180.34,190.5,30,20,0,1,1,1,7,1,0,1,2,Orthodox,185.42,190.5,32,20
Cyrille Diabate,Alexander Gustafsson,135,-155,False,0.0,1.6452,290,14,5.0800000000000125,0,-1,1,-1,0,2010-10-16,False,Light Heavyweight,MALE,3,SUB,2,1,0,1,1,2,0,1,0,1,Orthodox,195.58,200.66,23,20,0,1,1,0,1,0,1,0,1,Southpaw,198.12,205.74,37,20
Rob Broughton,Vinicius Queiroz,145,-165,True,2.45,0.0,310,0,-14.039999999999992,0,0,0,0,0,2010-10-16,False,Heavyweight,MALE,3,SUB,3,0,0,0,0,0,0,0,0,0,Orthodox,200.66,202.0,27,20,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,27,20
Paul Sass,Mark Holst,-185,160,True,1.5405,0.0,-345,-3,-4.5800000000000125,0,-1,0,-1,0,2010-10-16,False,Lightweight,MALE,3,SUB,1,1,0,0,1,3,0,0,0,0,Orthodox,182.88,190.0,25,20,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,22,20
Spencer Fisher,Curt Warburton,-210,175,True,1.4762,0.0,-385,5,-7.619999999999976,8,5,0,2,0,2010-10-16,False,Lightweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,29,20,2,0,3,5,31,0,2,2,8,Southpaw,170.18,177.8,34,20
James McSweeney,Fabio Maldonado,200,-240,False,0.0,1.4167,440,-1,5.0800000000000125,1,1,0,1,0,2010-10-16,False,Light Heavyweight,MALE,3,KO/TKO,3,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,30,20,1,0,1,1,4,0,1,0,1,Switch,193.04,195.58,29,20
Rogerio Nogueira,Ryan Bader,160,-170,False,0.0,1.5882,330,7,2.539999999999992,-2,0,-2,0,0,2010-09-25,False,Light Heavyweight,MALE,3,U-DEC,3,0,4,4,0,10,1,2,0,4,Orthodox,187.96,187.96,27,20,0,2,2,0,4,0,1,0,2,Southpaw,187.96,190.5,34,20
Matt Serra,Chris Lytle,125,-135,False,0.0,1.7407,260,0,0.0,-1,-3,-2,0,0,2010-09-25,False,Welterweight,MALE,3,U-DEC,3,0,3,3,9,39,1,1,5,8,Orthodox,180.34,172.72,36,20,0,1,2,6,32,3,2,1,7,Orthodox,167.64,172.72,36,20
Sean Sherk,Evan Dunham,167,-178,True,2.67,0.0,345,9,-7.6200000000000045,3,4,-4,1,0,2010-09-25,False,Lightweight,MALE,3,S-DEC,3,0,4,4,0,10,0,1,1,4,Southpaw,177.8,177.8,28,20,1,0,3,4,35,4,0,1,7,Orthodox,167.64,170.18,37,20
Melvin Guillard,Jeremy Stephens,-105,-105,True,1.9524,0.0,0,3,-7.6200000000000045,2,0,0,0,0,2010-09-25,False,Lightweight,MALE,3,S-DEC,3,0,2,2,4,22,0,2,0,5,Orthodox,172.72,180.34,24,20,0,2,2,4,18,0,4,0,7,Orthodox,175.26,172.72,27,20
CB Dollaway,Joe Doerksen,-255,235,True,1.3922,0.0,-490,-5,2.539999999999992,2,-3,1,0,0,2010-09-25,False,Middleweight,MALE,3,SUB,1,0,1,1,5,18,0,0,2,2,Orthodox,182.88,190.5,32,20,0,2,2,2,10,1,1,1,4,Orthodox,187.96,193.04,27,20
